SURVEYID,MOSTIMPBOAT,MOSTIMPFISH,MOSTIMPSWIM,MOSTIMPFAM,MOSTIMPBIRD,MOSTIMPBEAUTY,GRADERES,GRADECOM,GRADEFARMOP,GRADECONGROUP,GRADELOCALGOV,GRADEREGULATORS,QOLWQ,SLOWECON,CHNGEPRAC,IMPSED,IMPFERT,IMPECOLI,IMPTRASH,IMPSALT,IMPHITEMP,CONEXCESS,CONCONTH2O,CONLOSS,CONODOR,CONDEPGW,CONBEAUTY,CONRECOPP,SEPTICYEAR,SEPTICDK,SEPTICPUMP,SEPTICINSPECT,SCHECKROOTS,SCHECKWET,SCHECKCLOGS,SCHECKCOVER,STIME,SCOST,SIMPORTANT,SLACKINFO,NSOILTESTFAM,NMANUFERTFAM,ENOTILLFAM,ECOVERFAM,EWATERWAYFAM,NVRTFAM,GENDER,YRBORN,BLACK,AMERIND,ASIAN,LATINO,MULTIRAC,WHITE,PREFERNOTTO,EDUCATION,TIMERES,SIZE,ANIMALS,CROPS,TYPE,FAMCURREN,RESIDENTIAL,SMALLFARM,LARGEFARM
0207,0,0,1,0,0,0,3,3,3,3,3,3,4,3,5,9,9,9,9,9,9,9,9,9,2,9,1,9,1985, ,3,3,1,2,1,1,3,1,2,2, , , , , , ,0,1967,0,0,0,0,0,1, ,6,26,1.5,0,0,1, ,1,0,0
0208,0,0,0,1,0,0,5,4,4,5,3,3,4,5,4,2,9,9,1,9,1,2,9,9,2,9,9,9, , ,3,0,2,4,1,2,1,1,3,2, , , , , , ,1,1990, ,0,0,0,0,1, ,5,7.5,76.5,0,0, ,0, , , 
0209,0,1,1,1,1,1,1,1,1,3,1,1,5,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3, , ,3,0,1,1,1,1, ,4, ,4, , , , , , ,1,1952,0,0,0,0,0,0,9,6,70,78,0,0, , , , , 
0210,1,1,1,1,1,1,3,2,2,4,3,4,5,4,5,3,4,4,2,9,3,4,4,3,3,4,4,4,2020, ,3,3,4,4,3,4,1,1,1,1, , , , , , ,0,1954,0,0,0,0,0,1, ,3,33,20,1,0,2,30,0,1,0
0211,1,0,0,0,0,0,3,1,1,3,1,1,4,4,4,1,3,2,4,1,1,9,4,4,9,9,9,9, , ,2,0,1,1,1,1,1,1,1,1, , , , , , ,9,1989,0,0,0,0,0,0,9,2,7,5,0,0,1,0,1,0,0
0212,0,0,0,0,0,0,2,3,4, , , ,4,3,4,1,9,9,9,9,9,9,1,1,1,1,1,1, ,9,3,0,3,4,3,3,3,3,2,1,4,4,4,3,4,4,0,1956,0,0,0,0,0,1, ,3,60,1100,1,1,3,48,0,0,1
0213,0,1,0,0,0,0,4,3,2,4,2,2,4,4,5,9,9,1,2,9,9,9,9,9,9,9,9,9, , , , ,1,1,1,1,1,1,1,1, , , , , , ,0,1984,0,0,0,0,0,1, ,5,1,10,0,0,1,0,1,0,0
0214,0,0,1,0,0,0,3,3,4,5,4,3,5,5,3,2,3, ,3,2,2,3,2,2,2,9,3,3, , ,2,0,2,4,4,4,1,1,1, , , , , , , ,0,1936,0,0,0,0,0,0,9,6,57,19,1,0,2,0,0,1,0
0215,0,1,0,0,0,0,3,3,4,3,3,3,4,4,4,4,1,1,1,1,1,3,3,3,3,3,3,2, , ,3,3,4,4,4,4,3,3,1,1, , , , , , ,0,1979,0,0,0,0,0,1, ,5,17,10,0,0,1,0,1,0,0
0216,0,1,0,0,0,0,4,3,1,5,4,3,4,3,3,1,3,3,3,2,2,2,2,4,1,1,3,4, , ,3,2,4,4,4,4,3,3,3,3, , , , , , ,0,1993,0,0,0,0,0,1, ,2,3,6,1,0,2,0,0,1,0
0217,0,1,0,0,0,0,4,4,3,5,3,3,4,5,4,2,3,2,1,9,9,1,1,1,1,3,1,3, ,9,2,2,4,4,2,4,3,3,2,2, , , , , , ,0,1969,0,0,0,0,0,1, ,2,3,2.5,1,0,2,0,0,1,0
0218,0,1,0,0,0,0,5,3,3,5,4,3,5,4,5,2,3,1,1,1,1,9,4,4,9,4,4,4,2010, ,2,0,1,1,1,1,2,3,4,4,1,2,2,2,1,1,0,1955,0,0,0,0,0,1, ,6,6,36,1,1,2,6,0,1,0
0219,1,1,0,0,0,1,5,5,5,5,5,5,5,5,3,1,1,1,1,1,9,9,4,4,4,4,4,4, , ,3,3,4,4,4,4,1,1,1,1, , , , , , ,0,1960,0,0,0,0,0,1, ,5,20,10,0,0,1, ,1,0,0
0220,0,1,0,0,0,0,4,3,3,4,3,3,4,5,3,2,3,2,9,9,9,9,9,9,9,9,9,9, , ,3,3,1,4,4,4,1,1,1,1, , , , , , ,0,1974,0,0,0,0,0,1, ,5,19,10,0,0,1,0,1,0,0
0221,0,0,0,0,1,0,3,1,4,5,4,3,5,4,5,9,4,9,3,3,9,4,4,3,3,4,4,4, , ,3,3,1,4,1,4,1,1,4,4, , , , , , ,1,1968,0,0,0,0,0,1, ,6,27,12,1,0,2,0,0,1,0
0222,0,0,0,0,0,0, , , , , , ,5,5,4,2,2,2,4,2,2,2,1,1,2,2,2,1, , ,2,0,1,1,1,1,3,3,3,3, , , , , , ,1,1948,0,0,0,0,0,1, ,3,24,3.5,0,0,1,0,1,0,0
0223,0,1,0,0,0,0,4,4,4,4,4,4,5,3,5,3,3,3,3,9,9,9,9,9,9,9,2,2, , ,2,1,2,4,1,4,1,1,1,1, , , , , , ,0,1953,0,0,0,0,0,1, ,2,44,70,1,0,2,35,0,1,0
0224,0,1,0,0,0,1, , , , , , ,5,5,4,9,9,9,9,9,9,9,4,9,9,9,9,1, , ,3,0,2,4,1,4,1,1,1,1, , , , , , ,1,1944,0,0,0,0,0,1, ,6,53,37,0,0,1,0,1,0,0
0225,0,0,0,0,0,0, , , , , , ,5, , ,9,9,9,9,9,9,9,9,9,9,9,9,9, ,9,0,0,1,1,1,1, , , , , , , , , , ,9, ,0,0,0,0,0,0,9, , , ,0,0,1,0,1,0,0
0226,0,0,1,0,0,0,4,3,3,4,4,2,4,4,4,2,9,9,3,9,1,9,4,4,3,4,3,3, ,9,2,0,2,2,1,1,1,4,3,2, , , , , , ,1,1964,0,0,0,0,0,1, ,5,6,2.5,0,0,1, ,1,0,0
0227,0,0,0,0,0,1,4,3,3,4,4,3,4,3,5,9,4,9,4,9,9,4,2,2,2,2,3,3, , ,3,0,2,4,1,1,1,1,3,4, , , , , , ,0,1951,0,0,0,0,0,1, ,6,7,3.5,0,0,1, ,1,0,0
0228,0,1,0,0,0,0,4,3,1,3,1,1,5,4,5,3,4,9,3,9,1,1,1,9,3,1,3,1, ,9,0,0,3,4,4,3,3,4,2,1,3,3,3,3,9,2,0,1983,0,0,0,0,0,1, ,2,8,15,0,1,2,4,0,1,0
0229,0,0,1,0,0,0,3,3,3,3,3,3,5,4,4,9,9,9,2,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , ,3,2,3,2,2,2,0,1956,0,0,0,0,0,1, ,2,43,144,1,1,3,45,0,0,1
0230,1,0,0,1,0,1,4,4,3,5,5,5,4,5,4,9,3,2,2,9,9,2,3,3,3,9,3,3, , ,2,2,1,2,1,4,4,4,3,3, , , , , , ,0,1951,0,0,0,0,0,1, ,6,42,70,0,0, , , , , 
0231,0,1,0,0,0,0,4,1,1,3,2,2,4,4,5, , , , , , ,1,1,1,1,1,1,1, , ,3,0,1,1,1,1,1,1,1,1, , , , , , ,0,1948,0,0,0,0,0,1, ,6,40,10,0,0,1,0,1,0,0
0232,0,1,0,0,0,0,4,3,3,3,3,3,4,4,3,3,2,3,4,9,1,9,2,1,9,9,1,2,1997, ,3,3,4,4, ,4,1,1,1, , , , , , , ,0,1959,0,0,0,0,0,1, ,3,41,7,0,0,1, ,1,0,0
0233,0,1,0,0,0,0,4,3,4,4,3,2,5,4,4,2,3,3,4,3,9,3,4,3,4,4,3,3, , ,3,3,4,4, ,4,1,2,1,1, , , , , , ,0,1970,0,0,0,0,0,1, ,5,20,5,1,0,2,52,0,1,0
0234,0,0,0,0,1,1,4,3,2, , , ,5,5,3,4,4,4,4,4,2,4,4,4,4,4,4,4, , ,1,3,2,2,2,2, ,4, , , , , , , , ,9,1961,0,0,0,0,0,1, ,3,25,5,0,0,1, ,1,0,0
0235,0,0,0,0,0,0,5,5,5,5,5,5,5,4,4,2,2,9,2,9,2,2,2,1,2,3,2,2, , ,1,1,4,4,2,4,3,2,1,1, , , , , , ,0,1939,0,0,0,0,0,1, ,6,82,80,0,0, ,0, , , 
0236,0,0,0,0,0,0,3,3,3,3,1,1,4,3,5,1,3,2,3,4,1,9,9,9,9,3,9,9, ,9,2,1,4,4,4,4,1,1,1,1, , , , , , ,0,1982,0,0,0,0,0,1, ,5,11,10,1,0,2, ,0,1,0
0238,0,1,0,0,0,0,4,3,3,4,4,4,4,4,4,3,3,9,2,9,2,3,2,4,2,2,2,2, , ,0,0,4,4,1,3,3,2,2,2, , , , , , ,0,1981,0,0,0,0,0,1, ,2,12,2.5,0,0,1,0,1,0,0
0239,0,1,0,0,0,0,3,2,2,4,3,3,4,5,4,3,3,1,2,9,1,1,2,2,2,1,2,2, , ,3,1,1,3,1,4,1,2, ,3, , , , , , ,0,1957,0,0,0,0,0,1, ,3,20,18,0,0,1, ,1,0,0
0240,0,1,0,1,0,1,4,3,3,5,4,4,5,5,4,1,2,9,2,9,9,2,9,1,1,9,1,2, , ,3,3,3,3,3,4,1,1,1,1, , , , , , ,0,1955,0,0,0,0,0,1, ,3,44,1,0,0,1,0,1,0,0
0241,0,0,1,0,0,0,3,2,4,4,1,3,5,4,5,4,4,2,2,9,3,4,1,4,1,4,1,3, , ,3,0,1,1,4,4,3,4, ,4, , , , , , ,1,1981,0,0,0,0,0,1, ,5,13,2.5,0,0,1, ,1,0,0
0242,1,1,1,0,0,0,4,4,4,1,1,1,4,5,4,1,1,1,2,1,1,2,2,2,2,1,2,2, ,9,3,3,2,4,1,4,1,1,1,1,4,3,4,3,4,3,9, ,0,0,0,0,0,0,9,3, , ,0,1,3, ,0,0,1
0243,0,0,0,0,0,0,5, ,2, , , ,3,4,4,4,4,1,9,9,9,3,4,9,3, ,9,9, ,9,3,1,1,1,1,1,1,1,4,4, , , , , , ,1,1952,0,0,0,0,0,1, ,3,21,15,0,0,1,0,1,0,0
0244,0,0,0,0,0,1, , , , , , ,4,4,3,2,9,9,3,9,9,3,9,9,1,9,2,2,2004, ,3,3,3,3,3,4,1,1,1,1, , , , , , ,0,1958,0,0,0,0,0,1, ,4,18,10,1,0,2, ,0,1,0
0245,0,0,0,0,0,1, , , , , , ,5,4,4,9,9,9,9,9,9,9,4,4,4,4,4,4, , ,1,0,1,1,1,1, , , ,4, , , , , , ,0,1954,0,0,0,0,0,1, ,2,23, ,0,0,1, ,1,0,0
0246, ,1, ,1, ,1,2,2,4,4,2,2,4,3,4,3,3,9,3,9,9,3,9,9,9,9,9,9, , ,3,3,4,4,4,4,1,1,1,1,4,4,4,4,4,4,0,1944,0,0,0,0,0,1, ,6,70,120,0,1,3,50,0,0,1
0247,0,0,0,1,1,1,5, ,5,1,5,1, ,4,4,1,1,9,1,3,1,9, ,4,1,1,1,1, ,9,2,0,4,4,4,4,1,1,1,1,4,9,9,9,9,9,0, ,0,0,0,0,0,0,9,3, , ,1,1,3, ,0,0,1
0248,1,1,0,0,0,0,3,3,1,4,1,1,5,5,4,3,4, ,3,2,2,9,4,2,4,2,2,1, , ,2,0,3,2,2,2, , ,4, , , , , , , ,0,1993,0,0,0,0,0,1, ,4,4,5.75,0,0,1, ,1,0,0
0249,0,0,0,0,0,0,3,3,2,5,4,4,5,4,4,4,4,9,2,9,9,3,1,2,1,1,3,2, ,9,1,2,2,2,2,2,3,3,3,3, , , , , , ,0,1991,0,0,0,0,0,1, ,5,1.5,20,0,0,1, ,1,0,0
0250,0,0,1,0,0,0,5,4,4,3,2,2,4,4,5,1,9,9,1,9,1,2,1,9,1,9,1,1, ,9,2,0,2,4,2,4,3,4,2,2, , , , , , ,0,1940,0,0,0,0,0,1, ,6,45,3,0,0,1, ,1,0,0
0251,0,1,0,0,0,0,4,3,3,4,4,4,5,4,5,3,3,9,9,9,2,2,2,3,2,4,2,9, , ,0,0,4,4,2,2,1,1,1,2, , , , , , ,1,1960,0,0,0,0,0,1, ,6,3,85,1,0,3,0,0,0,1
0252,1,1,0,0,0,0, , , , , , ,5,4,4,3,9,9,3,9,3,9,9,3,9,9,3,3, ,9,3,0,1,1,1,1,1,4,3, , , , , , , ,0,1962,0,0,0,0,0,1, ,5,25,3,0,0,1,0,1,0,0
0253,0,1,0,0,0,0,3,2,4,5,4,3,5,4,4,1,3,2,2,9,1,2,2,4,1,2,2,2, , ,3,3,1,4,3,4,1,3,2,1, , , , , , ,0,1981,0,0,0,0,0,1, ,5,7,5,1,0,2, ,0,1,0
0254,0,1,0,0,0,0,1,1,3,4,3,2,5,4,5,4,4,2,4,2,4,2,2,4,2,4,3,3,2017, ,2,2,4,4,4,4,1,1,1,1, , , , , , ,0,1988,0,0,0,0,0,1, ,5,4,2.5,1,0,2,34,0,1,0
0255,0,1,0,0,0,0,3,3,3,3,3,3,4,4,4,1,2,3,3,3,3,2,3,3,1,9,9,9, , ,3,3,1,2,1,1,1,1,3,1, , , , , , ,1,1964,0,0,0,0,0,1, ,2,30,30,0,0,1,0,1,0,0
0256,9,9,9,9,9,9,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2, ,9,1,1,2,2,2,2,1,1,1,1, , , , , , ,9,1953,0,0,0,0,0,0,9,2,15,4,0,0,1,0,1,0,0
0257,0,0,1,0,0,0, , , , , , ,5,5,3,3,3,9,9,9,9,4,3,9,3,9,3,3,1999, ,3,3,2,2,1,1,3,3,4,4, , , , , , ,1,1954,0,0,0,0,0,1, ,6,43,16,0,0,1,0,1,0,0
0258,0,0,0,0,0,1,3,3,2,4,3,3,4,5,4,3,3,9,1,3,9,2,9,2,1,9,2,3, , ,2,0,3,4,1,3,3,2,4,4, , , , , , ,0,1959,0,0,0,0,0,1, ,2,10,3.87,0,0,1, ,1,0,0
0259,0,0,1,0,0,0, , ,2, , , ,4,5,3,4,9,9,1,9,9,9,9,9,9,9,9,9, , ,3,3,2,4,1,4,1,1,2,2,3,3,3,3,3,3,0,1943,0,0,0,0,0,1, ,5,50,40,0,1,2, ,0,1,0
0260, , , , , , , , , , , , ,5,4,5,3,4,4,4,4,4,3,3,3,3,3,3,3, , ,0,0,2,2,2,2,3,3,3,3,2,3,3,3,2,3,0,1943,0,0,0,0,0,1, ,2,50,7,1,1,2,50,0,1,0
0261,0,1,0,0,0,0,3,3,4,4,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2, ,9,3,3,4,4,4,4,2,2,2,2,4,4,4,4,4,4,0,1964,0,0,0,0,0,1, ,2,33,430,1,1,3,33,0,0,1
0262,0,0,0,0,0,0,4,3,4,4,4,2,4,5,3,3,3,2,2,2,1,3,2,1,1,1,2,1, , ,1,0,3,3,3,3,3,3,3,1,4,4,4,3,3,4,0,1950,0,0,0,0,0,1, ,5,42,121,1,1,3,42,0,0,1
0263,0,0,0,0,1,0,3,3,1, ,2,2,5,4,5,4,4,9,1,9,1,4,4,9,4,9,9,9, , ,3,3,1,1,1,4, , , , , , , , , , , ,1954,0,0,0,0,0,1, ,5,40,40,0,0,1, ,1,0,0
0264,0,0,1,0,0,0,3,3,4,4,4,4,5,5,4,3,2,2,3,9,9,2,9,9,1,3,2,2,1996, ,3,1,3,4,2,4,1,1,2,1, , , , , , ,1,1981,0,0,0,0,0,1, ,5,10,20,1,0,2,7,0,1,0
0265,0,0,0,1,0,0,3,3,2,4,4,3,5,5,3,2,9,9,3,2,9,3,2,3,9,9,2,2, , ,3,0,1,1,1,1,4,4,4,4,2,1,9,2,2,3,0,1950,0,0,0,0,0,1, ,2,65,115,1,1,3,55,0,0,1
0266,0,1,0,0,1,1,3,3,3, , , ,4,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4, , ,3,0,4,4,2,4, , , , , , , , , , ,0,1943,0,0,0,0,0,1, ,3,52,4,0,0,1, ,1,0,0
0267,0,1,0,0,0,0,3,1,1,3,2,1,5,5,3,9,4,1,1,9,9,1,3,9,4,9,1,2,1971, ,2,0,1,1,1,1,1,1,1,1, , , , , , ,0,1950,0,0,0,0,0,1, ,3,32,2,0,0,1, ,1,0,0
0268,0,1,0,0,0,1,2,1,1,4,3,3,5,4,5,3,4,4,4,9,9,3,2,4,2,2,4,2, , ,2,0,2,4,3,2,3,3,3,3,2,2,2,2,2,2,0,1939,0,0,0,0,0,1, ,3,20,13,0,1,2,83,0,1,0
0269,0,0,0,0,0,1,4,3,3,5,4,3,4,5,4,4,3,3,4,9,9,4,4,4,3,3,2,2,1972, ,3,3,2,2,2,2,1,3,1,1,2,4,3,3,2,2,1,1985,0,0,0,0,0,1, ,6,10,500,1,1,3,10,0,0,1
0270,0,1,0,0,0,0,2,2,1,4,3,4, , , , , , , , , , , , , , , , , , ,3,0,1,1,1,4,1,1,4,4, , , , , , ,1,1956,0,1,0,0,0,1, ,4,35,15,0,0,1, ,1,0,0
0271,0,0,0,1,0,0,3,3,2,3,3,3,5,4,4,4,4,4,3,3,2,3,4,2,2,4,2,2, , ,3,0,4,4,4,4,1,1,1,1,3,4,9,9,9,4,0,1951,0,0,0,0,0,1, ,4,0.5,7,0,1,2,50,0,1,0
0272,9,9,9,9,0,0,2, , , , , ,4,4,3,2,3,4,4,3,1,4,4,3,1,3,2,1, ,9,1,1,1,1,1,1,4,4,4,1, , , , , , ,1, ,0,0,0,0,0,1, ,2,42,2.5,0,0,1, ,1,0,0
0273,0,0,0,0,1,0,3,3,3,4,4,4,4,3,4,1,3,4,4,2,2,2,3,2,2,2,3,2,1996, ,3,2,2,4,4,4,2,1,1,1, , , , , , ,0,1961,0,0,0,0,1,0, ,6,19,40,0,0,1, ,1,0,0
0274,1,1,1,1,1,1,5,5,5,4,4,2,5,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4, ,9,2,2,4,4,4,4,1,1,1,1, , , , , , ,0,1953,0,0,0,0,0,0,9,4,35,3,0,0,1, ,1,0,0
0275,0,0,0,0,0,0,3,3,4,4,3,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2020, ,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1956,0,0,0,0,0,1, ,2,44,5,0,1,2,0,0,1,0
0276,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,1,1,1,1,9,9,1,1,1,1,1,1,1, ,9,2,0,1,1,1,1,1,1,1,1, , , , , , ,1,1952,0,0,0,0,0,1, ,3,12,60,0,0, , , , , 
0277, ,1, , , , ,1,1, ,1,1,1,5,3,4,1,1,9,2,9,9,9,9,3,9,9,3,9, , ,3,0,3,2,1,4,4,4,4,4, , , , , , , , ,0,0,0,0,0,1, , ,29,5,0,0,1,0,1,0,0
0278,0,0,0,0,0,0,4,4,5,5,4,4,5,4,3,2,3,4,4,9,9,4,4,4,4,4,4,4, , ,3,1,2,2,1,1,2,3,2,3, , , , , , ,0,1947,0,0,0,0,0,1, ,4,50,7,0,0,1,0,1,0,0
0279,0,1,1,1,1,1,4,3,1,4,1,1,5,4,5,2,4,4,4,4,3,4,4,4,4,4,4,4, ,9,2,0,4,4,1,1,1,1,4,4,4,2,2,2,2,9,1,1981,0,0,0,0,0,1, ,2,5,36,1,1,2,5,0,1,0
0280,0,0,0,0,0,1,3,2, ,5,3,3,5,5,4,9,3,9,3,9,9,3,9,3,9,9,3,1, ,9,3,3,1,2,1,4, , , ,2, , , , , , ,1,1982,0,0,0,0,0,1, ,5,10,5,1,0,2,0,0,1,0
0281,0,1,0,0,0,0,3,3,3,3,2,2,5,5,4,4,3,3,2,2,2,2,3,3,2,2,2,3, ,9,3,2,4,4,4,4, , , , , , , , , , ,0,1973,0,0,0,0,0,1, ,6,5,1,0,0,1, ,1,0,0
0282,0,1,1,1,1,1,5,3,3,5,4,4,4,4,5,3,3,3,3,3,3,4,3,3,3,4,3,3, , ,3,3,4,4,4,4,4,4, , , , , , , , ,0,1944,0,0,0,0,0,1, ,6,50,100,1,0,3,50,0,0,1
0283,1,1,1,0,0,0,5,4,4,5,4,4,5,5,5,2,3,3,4,3,3,4,4,4,3,4,4,4, , ,2,0,2,2,2,2,1,1,1,1,3,3,3,3,1,1,0,1978,0,0,0,0,0,1, ,6,11,10,0,1,2, ,0,1,0
0284,0,0,0,1,0,0,4,3,1,5,3,3,5,5,4,2,4,9,2,9,9,3,4,4,3,4,4,4, , ,1,1,1,1,2,2,2,1,4,4,2,2,2,2,1,2,0,1967,0,0,0,0,0,1, ,5,21,40,1,1,2,21,0,1,0
0285,0,0,0,0,1,1, , , ,4, , ,5,4,4,9,4,9,9,9,4,9,9,9,9,9,9,9, , ,0,0,1,1,1,1, , ,4,4, , , , , , ,1,1958,0,0,0,0,0,1, ,5,15,17,0,0,1, ,1,0,0
0286,0,1,0,0,0,0,3,3,4,5,4,4,5,4,4,3,2,1,1,9,1,9,9,1,2,3,1,1, , ,3,3,4,4,1,4,1,1,2,2, , , , , , ,0,1973,0,0,0,0,0,1, ,6,23,30,0,0,1, ,1,0,0
0287,0,0,1,1,1,1,3,3,3,4,3,3,5,5,4,9,9,9,3,9,9,3,9,9,9,9,3,3, ,9,2,2,2,2,2,2,3,3,4,4, , , , , , ,1,1961,0,0,0,0,0,1, ,6,28,3,0,0,1, ,1,0,0
0288,0,1,0,1,0,1,5,5,5,5,5,3,5,5,4,2,1,1,2,2,2,1,3,9,2,9,1,9,1998, ,1,1,1,2,1,1,1,2,4,3, , , , , , ,0,1958,0,0,0,0,0,1, ,5,7,12.5,0,0,1,0,1,0,0
0289,1,0,0,0,0,0,3,3,2,3,2,2,3,4,4,2,9,9,1,9,9,2,9,1,1,9,2,9, ,9,1,0,1,1,1,1,3,4,4,4, , , , , , ,1,1969,0,0,0,1, , , ,4,7,18,1,0,2, ,0,1,0
0290,0,0,0,0,1,0,4,2,3,4,1,2,5,4,5,9,3,4,4,9,9,3,2,3,2,9,3,3, , ,3,3,2,4,2,4,2,4,1,3, , , , , , ,1,1982,0,0,0,0,0,1, ,5,12,6,1,0,2,12,0,1,0
0291,0,1,0,0,0,0,4,3,3,5,4,3,5,4,5,2,3,1,3,1,1,3,4,4,3,4,3,3, , ,0,0,3,4,1,3,1,1,2,4, , , , , , ,0,1978,0,0,0,0,0,1, ,5,14,7,0,0,1, ,1,0,0
0292,1,1,0,0,1,1,5,5,5,3,1,2,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2, ,9,3,0,2,2,1,2,2,2,2,2,4,4,4,4,4,4,0,1934,0,0,0,0,0,1, ,5,68,3500,0,1,3,60,0,0,1
0293,0,0,0,0,0,0,4,4,3,4,3,1,4,4,4,2,3,1,2,9,3,2,2,4,3,3,2,3, , ,3,2,2,4,4,4,2,4,4, ,3,1,3,4,9,9,0,1974,0,0,0,0,0,1, ,3,16,12,1,1,2,30,0,1,0
0294,0,1,1,1,1,1, , , , , , ,4,5,4,3,9,9,4,9,2,3,3,3,3,3,3,3, , ,1,1,2,2,2,2,1,1,1,1, , ,4,4,4, ,0,1953,0,0,0,0,0,1, ,2,16,50,0,0,2,40,0,1,0
0295, ,9, , , ,9,1,1,1,1,1,1,4,4, ,2,3,4,3,3,3,2,1,2, ,4, ,1, ,9, , , , , , , , , , , ,4,4, , ,4,0,1936,0,0,0,0,0,1, ,2,60,57.7,1,0,2, ,0,1,0
0296,1,0,1,1,1,1,3,2,3,5,3,4,5,4,4,4,4,3,3,9,2,3,3,3,2,3,3,2, , ,2,0,3,4,1,4,2,2, , ,4,2,4,4,4,3,0,1944,0,0,0,0,0,1, ,5,40,300,1,1,3,50,0,0,1
0297,0,1,0,0,0,0,2,1,1,2,1,1,4,5,5,3,4,9,4,9,9,3,3,3,3,3,3,3, , ,1,0,4,4,4,4,1,1,1,1, , , , , , ,1,1975,0,0,0,0,0,1, ,4,17,2.5,0,0,1,0,1,0,0
0298,0,0,0,0,0,1,4,3,2,4,4,3,5,5,4,3,4,4,3,9,4,3,4,4,3,4,3,3,1995, ,3,3,4,4,4,4,1,1,1,1, , , , , , ,1,1960,0,0,0,0,0,1, ,2,39,5.25,0,0,1, ,1,0,0
0299, , , , , , , , , , , , ,5,5,4,4,4,4,3, , ,9,9,3,9,4,4,4, , ,2,1,1,3, ,4, , , , , , , , , , , , , , , , , , , ,5,48,30,1,0,2, ,0,1,0
0300,0,0,0,0,0,0,4,3,2,4,3,3,5,5,4,3,9,9,3,9,9,9,9,9,9,9,9,9, ,9,2,0,4,4,4,4, , , , ,3,3,4,4,4,4,0,1969,0,0,0,0,0,1, ,2,10,37,1,1,2, ,0,1,0
0301,0,1,0,0,0,0,3,2,3,4,3,3,4,4,4,9,3,3,3,9,3,3,2,3,3,3,4,2, ,9,3,0,1,1,1,1,4,4,4,4, , , , , , ,1,1970,0,0,0,0,0,1, ,4,28,20,1,0,2, ,0,1,0
0302,0,0,0,0,1,0, , , ,2, , ,5,3,5,4,3,3,2,3,3,3,2,3,3,2,3,3, , ,1,0,4,4,4,4,1,1,1,1, , , , , , ,0,1960,0,0,0,0,0,0,9,5,19,37,1,0,2,0,0,1,0
0303,0,0,0,0,1,0,3,1,1,5,3,1,5,3,5,9,9,9,3,9,9,9,9,9,9,4,9,9, , ,2, ,4,4,2,4, , , , , , , , , , ,1,1968,0,0,0,0,0,1, ,3,6,13,1,0,2, ,0,1,0
0304,1,1,1,0,0,0,4,4,4,3,2,2,5,4,3,1,1,1,2,2,1,1,2,2,1,1,1,1, ,9,3,0,4,4,4,4,1,1,1, ,4,4,4,4,4,3,0, ,0,0,0,0,0,1, ,3,30,400,1,1,3,50,0,0,1
0305,0,0,0,0,0,0, , ,5, , , ,4,5,3,9,9,9,9,9,9,9,9,9,9,9,9,9,2012, ,3,2,1,2,2,4,3,3,3,1, , , , , , ,0, ,0,0,0,0,0,0,9,2,50,80,0,0,3,60,0,0,1
0306,0,1,0,0,1,0,5, ,5,1,1,1,4,3,4,2,2,4,2,3,2,2,1,4,1,2,2,2, , ,1,0,4,4,4,4,2,2,3,1,4,4,4,4,3,2,0,1946,0,0,0,0,0,1, ,4,50,280,0,1,3,20,0,0,1
0307,0,0,0,1,0,0,4, , , , , ,4,4,4,1,3,9,9,9,9,4,9,9,9,9,4,4,1994, ,3,0,1,4,1,4,2,2,1,1, , , , , , ,1,1950,0,0,0,0,0,1, ,3,28,10,0,0,1, ,1,0,0
0308,0,1,0,0,0,0,3,2,3,4,3,3,5, ,5,3,3,2,2,2,3,3, ,3,2,2,2,2,1992, ,2,2,4,4,4,4,1,1,1,1, , , , , , ,1,1953,0,0,0,0,0,1, ,3,30,10,1,0,2,29,0,1,0
0309,1,0,0,0,0,0,4,3,3,4,4,3,5,5,4,9,4,2,3,3,9,9,3,9,2,4,3,3,2014, ,3,3,4,4,4,4,1,1,1,1, , , , , , ,1,1991,0,0,0,0,0,1, ,5,8,3.5,1,0,2, ,0,1,0
0310,0,0,0,0,0,1,3,3,2,4,3,4,5,4,4,3,3,9,3,3,9,4,4,3,2,4,3,2, , , , ,4,1,1,1,1,1,4,4, , , , , , ,0,1990,0,0,0,0,0,1, ,5,1,3.5,1,0,2, ,0,1,0
0311,0,0,0,0,0,0,4,4,4,4,4,3,3,3,3,1,1,9,1,9,1,9,9,2,9,9,9,9, , ,3,0,2,2,2,2,2,2,1,1, , , , , , ,0,1974,0,0,0,0,0,1, ,2,28,2,0,0,1,24,1,0,0
